model,pdb_id,temperature,sample,score_nll,global_score_nll,seq_recovery,perplexity
fullbackbone,3PGK,0.1,5,1.1763,1.1763,0.2048,3.2423552670818228
fullbackbone,3PGK,0.1,6,1.2102,1.2102,0.1855,3.3541554165536978
fullbackbone,3PGK,0.1,7,1.1655,1.1655,0.2169,3.2075262454515747
fullbackbone,3PGK,0.1,8,1.1376,1.1376,0.1976,3.1192731190028464
fullbackbone,3PGK,0.2,1,1.2193,1.2193,0.2289,3.384817531875194
fullbackbone,3PGK,0.2,2,1.1833,1.1833,0.212,3.2651313773349075
fullbackbone,3PGK,0.2,3,1.2287,1.2287,0.2169,3.4167848275791215
fullbackbone,3PGK,0.2,4,1.1651,1.1651,0.212,3.206243491521284
fullbackbone,3PGK,0.2,5,1.2293,1.2293,0.2024,3.4188355136199613
fullbackbone,3PGK,0.2,6,1.2532,1.2532,0.188,3.5015299445588473
fullbackbone,3PGK,0.2,7,1.1918,1.1918,0.2145,3.293003281824445
fullbackbone,3PGK,0.2,8,1.1998,1.1998,0.2169,3.319452965749912
fullbackbone,3PGK,0.3,1,1.3044,1.3044,0.2024,3.6854771439000933
fullbackbone,3PGK,0.3,2,1.3113,1.3113,0.2386,3.710994871110377
fullbackbone,3PGK,0.3,3,1.3167,1.3167,0.2217,3.7310884472425636
fullbackbone,3PGK,0.3,4,1.335,1.335,0.1928,3.7999959464192696
fullbackbone,3PGK,0.3,5,1.2905,1.2905,0.2193,3.6346034032046974
fullbackbone,3PGK,0.3,6,1.2837,1.2837,0.2072,3.6099719419443486
fullbackbone,3PGK,0.3,7,1.3182,1.3182,0.2337,3.7366892794874556
fullbackbone,3PGK,0.3,8,1.3487,1.3487,0.2193,3.85241413561964
fullbackbone,4HHB,0.1,1,0.7644,0.7644,0.5017,2.147705364772062
fullbackbone,4HHB,0.1,2,0.7481,0.7481,0.5174,2.1129815353472057
fullbackbone,4HHB,0.1,3,0.7623,0.7623,0.5052,2.1431999158831267
fullbackbone,4HHB,0.1,4,0.7706,0.7706,0.4983,2.1610625023728747
fullbackbone,4HHB,0.1,5,0.7708,0.7708,0.5122,2.161494758097481
fullbackbone,4HHB,0.1,6,0.768,0.768,0.4861,2.155451037931604
fullbackbone,4HHB,0.1,7,0.7371,0.7371,0.4808,2.089866106397714
fullbackbone,4HHB,0.1,8,0.7702,0.7702,0.5035,2.160198250233877
fullbackbone,4HHB,0.2,1,0.7678,0.7678,0.4756,2.1550199908301644
fullbackbone,4HHB,0.2,2,0.7925,0.7925,0.5017,2.208911808677008
fullbackbone,4HHB,0.2,3,0.8156,0.8156,0.4948,2.260531584486075
fullbackbone,4HHB,0.2,4,0.8016,0.8016,0.4983,2.2291046441903544
fullbackbone,4HHB,0.2,5,0.7864,0.7864,0.5105,2.195478460012056
fullbackbone,4HHB,0.2,6,0.7828,0.7828,0.5139,2.187588947199747
fullbackbone,4HHB,0.2,7,0.7843,0.7843,0.4826,2.1908727928890923
fullbackbone,4HHB,0.2,8,0.7999,0.7999,0.4913,2.2253183855269523
fullbackbone,4HHB,0.3,1,0.8166,0.8166,0.4721,2.2627932467132026
fullbackbone,4HHB,0.3,2,0.824,0.824,0.5209,2.2796000251241386
fullbackbone,4HHB,0.3,3,0.7979,0.7979,0.4843,2.2208721964270612
fullbackbone,4HHB,0.3,4,0.8159,0.8159,0.4826,2.261209845695515
fullbackbone,4HHB,0.3,5,0.8475,0.8475,0.4739,2.333805040103564
fullbackbone,4HHB,0.3,6,0.8206,0.8206,0.507,2.271862546206646
fullbackbone,4HHB,0.3,7,0.8405,0.8405,0.4791,2.317525449863618
fullbackbone,4HHB,0.3,8,0.8466,0.8466,0.493,2.3317055604750188
ca_only,1AKI,0.1,1,0.8824,0.8824,0.4186,2.416692814661813
ca_only,1AKI,0.1,2,0.8155,0.8155,0.3953,2.2603055426299075
ca_only,1AKI,0.1,3,0.8441,0.8441,0.4341,2.3258835770853508
ca_only,1AKI,0.1,4,0.8727,0.8727,0.4264,2.393364220954403
ca_only,1AKI,0.1,5,0.8103,0.8103,0.4186,2.2485824602384503
ca_only,1AKI,0.1,6,0.8725,0.8725,0.4651,2.392885595974305
ca_only,1AKI,0.1,7,0.8444,0.8444,0.4109,2.3265814468337047
ca_only,1AKI,0.1,8,0.8698,0.8698,0.4419,2.3864335190886066
ca_only,1AKI,0.2,1,0.8991,0.8991,0.3953,2.457390464197394
ca_only,1AKI,0.2,2,0.8656,0.8656,0.3721,2.3764315172153068
ca_only,1AKI,0.2,3,0.9327,0.9327,0.3953,2.541361599003448
ca_only,1AKI,0.2,4,0.9091,0.9091,0.4264,2.482087648953619
ca_only,1AKI,0.2,5,0.9103,0.9103,0.4186,2.4850679419505264
ca_only,1AKI,0.2,6,0.8849,0.8849,0.3953,2.4227421051609195
ca_only,1AKI,0.2,7,0.8813,0.8813,0.4419,2.414035914128882
ca_only,1AKI,0.2,8,0.8897,0.8897,0.4341,2.4343992219643646
ca_only,1AKI,0.3,1,0.9272,0.9272,0.4109,2.527422477930064
ca_only,1AKI,0.3,2,0.9219,0.9219,0.3798,2.514062573816231
ca_only,1AKI,0.3,3,0.9385,0.9385,0.4574,2.5561443247414233
ca_only,1AKI,0.3,4,0.9858,0.9858,0.4341,2.679954991056942
ca_only,1AKI,0.3,5,0.9755,0.9755,0.4496,2.652493126039239
ca_only,1AKI,0.3,6,1.0141,1.0141,0.4186,2.7568810875256315
ca_only,1AKI,0.3,7,0.8864,0.8864,0.4031,2.426378945266833
ca_only,1AKI,0.3,8,0.9743,0.9743,0.4341,2.649312043319354
ca_only,1BPI,0.1,1,1.0825,1.0825,0.3621,2.952050459740016
ca_only,1BPI,0.1,2,1.0378,1.0378,0.431,2.8229995786070043
ca_only,1BPI,0.1,3,0.9834,0.9834,0.4138,2.673530811177866
ca_only,1BPI,0.1,4,1.1114,1.1114,0.3793,3.038609471247311
ca_only,1BPI,0.1,5,1.0523,1.0523,0.3621,2.86423127992009
ca_only,1BPI,0.1,6,0.9803,0.9803,0.3966,2.6652556987145175
ca_only,1BPI,0.1,7,1.0533,1.0533,0.3966,2.867096943793141
ca_only,1BPI,0.1,8,1.0421,1.0421,0.3448,2.8351646128744044
ca_only,1BPI,0.2,1,1.1387,1.1387,0.3793,3.1227062072861362
ca_only,1BPI,0.2,2,1.1005,1.1005,0.431,3.005668482541754
ca_only,1BPI,0.2,3,1.0827,1.0827,0.3276,2.9526409288769098
ca_only,1BPI,0.2,4,1.0893,1.0893,0.3448,2.972192809239419
ca_only,1BPI,0.2,5,1.0993,1.0993,0.3621,3.002063843578638
ca_only,1BPI,0.2,6,1.0045,1.0045,0.3966,2.7305416606210153
ca_only,1BPI,0.2,7,0.9882,0.9882,0.4483,2.6863946074841754
ca_only,1BPI,0.2,8,1.0599,1.0599,0.3793,2.8860823666004056
ca_only,1BPI,0.3,1,1.1658,1.1658,0.3966,3.208488647678326
ca_only,1BPI,0.3,2,1.1006,1.1006,0.3621,3.0059690644188515
ca_only,1BPI,0.3,3,1.1717,1.1717,0.4655,3.2274746844327575
ca_only,1BPI,0.3,4,1.1917,1.1917,0.4483,3.2926739979607302
ca_only,1BPI,0.3,5,1.162,1.162,0.3621,3.196319526790341
ca_only,1BPI,0.3,6,1.1033,1.1033,0.3448,3.0140961475177632
ca_only,1BPI,0.3,7,1.1554,1.1554,0.3448,3.1752932808503442
ca_only,1BPI,0.3,8,1.1211,1.1211,0.4483,3.0682273978334913
ca_only,1CRN,0.1,1,1.0563,1.0563,0.3478,2.8757111494723864
ca_only,1CRN,0.1,2,1.0042,1.0042,0.3478,2.7297226209849175
ca_only,1CRN,0.1,3,1.1692,1.1692,0.3913,3.2194160751804333
ca_only,1CRN,0.1,4,0.9834,0.9834,0.3478,2.673530811177866
ca_only,1CRN,0.1,5,0.9469,0.9469,0.3478,2.577706370878344
ca_only,1CRN,0.1,6,0.9999,0.9999,0.3913,2.7180100138671555
ca_only,1CRN,0.1,7,1.0744,1.0744,0.3478,2.9282354320866397
ca_only,1CRN,0.1,8,1.0241,1.0241,0.3913,2.784588203086447
ca_only,1CRN,0.2,1,1.0776,1.0776,0.4565,2.9376207940396
ca_only,1CRN,0.2,2,0.9739,0.9739,0.3696,2.6482525304187328
ca_only,1CRN,0.2,3,1.0594,1.0594,0.3913,2.8846396861172816
ca_only,1CRN,0.2,4,1.0538,1.0538,0.3478,2.868530850711895
ca_only,1CRN,0.2,5,1.0248,1.0248,0.3913,2.7865380972119307
ca_only,1CRN,0.2,6,1.014,1.014,0.3913,2.756605413200825
ca_only,1CRN,0.2,7,0.9966,0.9966,0.3478,2.7090553641198203
ca_only,1CRN,0.2,8,1.0597,1.0597,0.3696,2.885505207844885
ca_only,1CRN,0.3,1,0.9633,0.9633,0.3913,2.620329308128382
ca_only,1CRN,0.3,2,1.0441,1.0441,0.3478,2.8408406162114894
ca_only,1CRN,0.3,3,1.0551,1.0551,0.413,2.8722623657770905
ca_only,1CRN,0.3,4,1.212,1.212,0.2826,3.3601983332969763
ca_only,1CRN,0.3,5,1.0109,1.0109,0.3913,2.748073168232508
ca_only,1CRN,0.3,6,1.0809,1.0809,0.3478,2.94733095561456
ca_only,1CRN,0.3,7,1.033,1.033,0.3261,2.8094816496136876
ca_only,1CRN,0.3,8,1.2004,1.2004,0.413,3.3214452351504136
ca_only,1CSP,0.1,1,0.9832,0.9832,0.4925,2.672996158482682
ca_only,1CSP,0.1,2,0.9422,0.9422,0.5224,2.5656195771502417
ca_only,1CSP,0.1,3,0.8981,0.8981,0.4478,2.454934302018966
ca_only,1CSP,0.1,4,0.9274,0.9274,0.5373,2.52792801297747
ca_only,1CSP,0.1,5,0.9069,0.9069,0.4776,2.476633058375575
ca_only,1CSP,0.1,6,0.9537,0.9537,0.4627,2.5952945060871313
ca_only,1CSP,0.1,7,0.9443,0.9443,0.4179,2.5710130394155386
ca_only,1CSP,0.1,8,0.9272,0.9272,0.5224,2.527422477930064
ca_only,1CSP,0.2,1,1.0528,1.0528,0.4478,2.865663753648639
ca_only,1CSP,0.2,2,0.9671,0.9671,0.5075,2.630305502263442
ca_only,1CSP,0.2,3,0.9421,0.9421,0.4627,2.5653630280201973
ca_only,1CSP,0.2,4,0.9909,0.9909,0.5672,2.6936576736513964
ca_only,1CSP,0.2,5,1.0549,1.0549,0.4478,2.871687970745353
ca_only,1CSP,0.2,6,0.9559,0.9559,0.3433,2.601010439221545
ca_only,1CSP,0.2,7,1.0255,1.0255,0.4179,2.788489356741138
ca_only,1CSP,0.2,8,1.0254,1.0254,0.4627,2.788210521747446
ca_only,1CSP,0.3,1,1.1767,1.1767,0.4328,3.243652468611666
ca_only,1CSP,0.3,2,1.0279,1.0279,0.5075,2.7951897684752005
ca_only,1CSP,0.3,3,1.0042,1.0042,0.4925,2.7297226209849175
ca_only,1CSP,0.3,4,1.0017,1.0017,0.4925,2.722906837711434
ca_only,1CSP,0.3,5,1.0919,1.0919,0.403,2.979930565267343
ca_only,1CSP,0.3,6,1.0443,1.0443,0.4478,2.841408841155332
ca_only,1CSP,0.3,7,0.9999,0.9999,0.5373,2.7180100138671555
ca_only,1CSP,0.3,8,1.1579,1.1579,0.403,3.1832414451181363
ca_only,1ENH,0.1,1,1.0247,1.0247,0.3519,2.7862594573344355
ca_only,1ENH,0.1,2,1.0654,1.0654,0.4259,2.9019995517513215
ca_only,1ENH,0.1,3,1.0617,1.0617,0.4259,2.891281993120255
ca_only,1ENH,0.1,4,1.1058,1.1058,0.4444,3.0216408147911356
ca_only,1ENH,0.1,5,1.083,1.083,0.4259,2.9535268540377024
ca_only,1ENH,0.1,6,1.0015,1.0015,0.463,2.722362310798398
ca_only,1ENH,0.1,7,1.1333,1.1333,0.3704,3.1058890409815074
ca_only,1ENH,0.1,8,1.0375,1.0375,0.3704,2.822152805755701
ca_only,1ENH,0.2,1,1.0028,1.0028,0.3704,2.7259036831957504
ca_only,1ENH,0.2,2,1.0389,1.0389,0.4074,2.8261065866846242
ca_only,1ENH,0.2,3,0.9893,0.9893,0.3519,2.6893512674172415
ca_only,1ENH,0.2,4,1.0599,1.0599,0.4074,2.8860823666004056
ca_only,1ENH,0.2,5,1.0857,1.0857,0.4259,2.961512151844576
ca_only,1ENH,0.2,6,1.2422,1.2422,0.3519,3.4632241831056745
ca_only,1ENH,0.2,7,1.0725,1.0725,0.3519,2.9226770668847584
ca_only,1ENH,0.2,8,1.0398,1.0398,0.4259,2.8286512275292575
ca_only,1ENH,0.3,1,1.171,1.171,0.4259,3.2252162427004807
ca_only,1ENH,0.3,2,1.2282,1.2282,0.3148,3.4150768621922616
ca_only,1ENH,0.3,3,1.1422,1.1422,0.4815,3.1336548279210343
ca_only,1ENH,0.3,4,1.1925,1.1925,0.3889,3.295309191095809
ca_only,1ENH,0.3,5,1.1696,1.1696,0.4444,3.220704099198135
ca_only,1ENH,0.3,6,1.1522,1.1522,0.4259,3.1651485825257497
ca_only,1ENH,0.3,7,1.1181,1.1181,0.4259,3.059036508866607
ca_only,1ENH,0.3,8,1.0827,1.0827,0.4444,2.9526409288769098
ca_only,1FKB,0.1,1,0.8465,0.8465,0.5794,2.3314724015771104
ca_only,1FKB,0.1,2,0.828,0.828,0.5421,2.288736686364905
ca_only,1FKB,0.1,3,0.8269,0.8269,0.5607,2.2862204601880203
ca_only,1FKB,0.1,4,0.8144,0.8144,0.5047,2.2578205735165944
ca_only,1FKB,0.1,5,0.8176,0.8176,0.514,2.2650571717337655
ca_only,1FKB,0.1,6,0.8348,0.8348,0.5421,2.304353131570563
ca_only,1FKB,0.1,7,0.865,0.865,0.5234,2.375006085977112
ca_only,1FKB,0.1,8,0.8209,0.8209,0.5514,2.2725442072145468
ca_only,1FKB,0.2,1,0.8336,0.8336,0.5234,2.3015895662834787
ca_only,1FKB,0.2,2,0.8634,0.8634,0.5234,2.3712091146266494
ca_only,1FKB,0.2,3,0.8553,0.8553,0.5888,2.3520798987115032
ca_only,1FKB,0.2,4,0.8889,0.8889,0.5234,2.4324524813868504
ca_only,1FKB,0.2,5,0.8968,0.8968,0.5047,2.4517449609472033
ca_only,1FKB,0.2,6,0.83,0.83,0.4953,2.2933187402641826
ca_only,1FKB,0.2,7,0.8699,0.8699,0.5421,2.3866721743730808
ca_only,1FKB,0.2,8,0.8245,0.8245,0.5234,2.2807401101342015
ca_only,1FKB,0.3,1,0.9063,0.9063,0.514,2.4751475242453544
ca_only,1FKB,0.3,2,0.8932,0.8932,0.5234,2.4429345473475177
ca_only,1FKB,0.3,3,0.898,0.898,0.4673,2.4546888208630264
ca_only,1FKB,0.3,4,0.9037,0.9037,0.4953,2.468720499435127
ca_only,1FKB,0.3,5,0.8799,0.8799,0.514,2.410658628500665
ca_only,1FKB,0.3,6,0.92,0.92,0.5514,2.509290389936298
ca_only,1FKB,0.3,7,0.8552,0.8552,0.5701,2.35184470248164
ca_only,1FKB,0.3,8,0.9126,0.9126,0.4953,2.4907901762639213
ca_only,1HEL,0.1,1,0.9095,0.9095,0.4419,2.4830806826066905
ca_only,1HEL,0.1,2,0.8841,0.8841,0.3953,2.420804686547565
ca_only,1HEL,0.1,3,0.8557,0.8557,0.4574,2.3530209188624713
ca_only,1HEL,0.1,4,0.9115,0.9115,0.3953,2.4880518134456993
ca_only,1HEL,0.1,5,0.874,0.874,0.3798,2.3964776177110654
ca_only,1HEL,0.1,6,0.8655,0.8655,0.4186,2.3761938859453466
ca_only,1HEL,0.1,7,0.904,0.904,0.4651,2.46946122668849
ca_only,1HEL,0.1,8,0.8626,0.8626,0.5039,2.3693129059195623
ca_only,1HEL,0.2,1,0.8971,0.8971,0.4186,2.4524805947750443
ca_only,1HEL,0.2,2,0.9044,0.9044,0.4341,2.4704492087624073
ca_only,1HEL,0.2,3,0.9008,0.9008,0.4186,2.461571580928799
ca_only,1HEL,0.2,4,0.9497,0.9497,0.4186,2.5849340627633515
ca_only,1HEL,0.2,5,0.8885,0.8885,0.4341,2.4314796949645503
ca_only,1HEL,0.2,6,0.922,0.922,0.3721,2.514313992644344
ca_only,1HEL,0.2,7,0.9354,0.9354,0.4574,2.5482325469263527
ca_only,1HEL,0.2,8,0.8615,0.8615,0.4186,2.366708094631911
ca_only,1HEL,0.3,1,0.9817,0.9817,0.4806,2.66898966986264
ca_only,1HEL,0.3,2,0.9358,0.9358,0.4264,2.549252043830911
ca_only,1HEL,0.3,3,0.8944,0.8944,0.4341,2.445867828420985
ca_only,1HEL,0.3,4,0.9138,0.9138,0.4341,2.493780918561928
ca_only,1HEL,0.3,5,0.9272,0.9272,0.4031,2.527422477930064
ca_only,1HEL,0.3,6,0.9779,0.9779,0.4419,2.6588667548369487
ca_only,1HEL,0.3,7,0.9637,0.9637,0.3876,2.6213776495059307
ca_only,1HEL,0.3,8,0.9566,0.9566,0.4961,2.6028317839252746
ca_only,1IGD,0.1,1,1.0382,1.0382,0.4098,2.8241290043085283
ca_only,1IGD,0.1,2,0.9809,0.9809,0.377,2.6668553319757358
ca_only,1IGD,0.1,3,1.0541,1.0541,0.459,2.8693915390639058
ca_only,1IGD,0.1,4,0.968,0.968,0.377,2.6326738428088614
ca_only,1IGD,0.1,5,1.0474,1.0474,0.3443,2.8502308756514045
ca_only,1IGD,0.1,6,1.0004,1.0004,0.377,2.719369358681973
ca_only,1IGD,0.1,7,0.9778,0.9778,0.3443,2.6586008814553557
ca_only,1IGD,0.1,8,0.9803,0.9803,0.3443,2.6652556987145175
ca_only,1IGD,0.2,1,1.1015,1.1015,0.3279,3.0086756543596067
ca_only,1IGD,0.2,2,1.167,1.167,0.3115,3.2123411450916888
ca_only,1IGD,0.2,3,1.0012,1.0012,0.3934,2.721545724599213
ca_only,1IGD,0.2,4,0.9122,0.9122,0.377,2.4897940594300643
ca_only,1IGD,0.2,5,1.0285,1.0285,0.3607,2.7968673855710855
ca_only,1IGD,0.2,6,1.1229,1.1229,0.3934,3.0737551806616357
ca_only,1IGD,0.2,7,1.0813,1.0813,0.3443,2.9485101238147235
ca_only,1IGD,0.2,8,1.1007,1.1007,0.4262,3.0062696763556396
ca_only,1IGD,0.3,1,1.0542,1.0542,0.377,2.869678492565248
ca_only,1IGD,0.3,2,1.0812,1.0812,0.377,2.9482152875444014
ca_only,1IGD,0.3,3,1.2896,1.2896,0.4098,3.6313337317146868
ca_only,1IGD,0.3,4,1.0651,1.0651,0.459,2.901129082462718
ca_only,1IGD,0.3,5,1.2574,1.2574,0.3443,3.5162672971024342
ca_only,1IGD,0.3,6,1.2987,1.2987,0.3934,3.6645296811638857
ca_only,1IGD,0.3,7,1.1181,1.1181,0.3115,3.059036508866607
ca_only,1IGD,0.3,8,1.0217,1.0217,0.377,2.777913204601221
ca_only,1LZ1,0.1,1,0.8716,0.8716,0.4077,2.3907329677659246
ca_only,1LZ1,0.1,2,0.9037,0.9037,0.4538,2.468720499435127
ca_only,1LZ1,0.1,3,0.8955,0.8955,0.3692,2.4485597633250085
ca_only,1LZ1,0.1,4,0.907,0.907,0.4077,2.4768807340649905
ca_only,1LZ1,0.1,5,0.9174,0.9174,0.4154,2.5027747089782086
ca_only,1LZ1,0.1,6,0.9177,0.9177,0.3923,2.5035256540270274
ca_only,1LZ1,0.1,7,0.9296,0.9296,0.4154,2.53349557668051
ca_only,1LZ1,0.1,8,0.8586,0.8586,0.4,2.3598545835517126
ca_only,1LZ1,0.2,1,0.8683,0.8683,0.4231,2.382856552205817
ca_only,1LZ1,0.2,2,0.9865,0.9865,0.4231,2.6818316162928855
ca_only,1LZ1,0.2,3,0.9363,0.9363,0.4308,2.550526988562448
ca_only,1LZ1,0.2,4,0.9071,0.9071,0.3692,2.4771284345232134
ca_only,1LZ1,0.2,5,0.9406,0.9406,0.3615,2.5615178680690973
ca_only,1LZ1,0.2,6,0.9315,0.9315,0.4385,2.5383137941333023
ca_only,1LZ1,0.2,7,0.9684,0.9684,0.3769,2.6337271229879775
ca_only,1LZ1,0.2,8,0.9736,0.9736,0.4077,2.647458173819055
ca_only,1LZ1,0.3,1,0.9558,0.9558,0.3846,2.600750351182241
ca_only,1LZ1,0.3,2,1.0423,1.0423,0.3923,2.835731702504052
ca_only,1LZ1,0.3,3,0.9529,0.9529,0.4077,2.593219100755083
ca_only,1LZ1,0.3,4,1.0214,1.0214,0.3538,2.777079955633435
ca_only,1LZ1,0.3,5,0.9672,0.9672,0.4231,2.6305685459656343
ca_only,1LZ1,0.3,6,0.9525,0.9525,0.4,2.5921820205446506
ca_only,1LZ1,0.3,7,0.8661,0.8661,0.3846,2.3776200300773693
ca_only,1LZ1,0.3,8,0.9812,0.9812,0.3923,2.66765550859582
ca_only,1MBN,0.1,1,1.0029,1.0029,0.3922,2.726176287194043
ca_only,1MBN,0.1,2,0.9785,0.9785,0.3725,2.6604625535816004
ca_only,1MBN,0.1,3,1.0016,1.0016,0.4183,2.722634560641743
ca_only,1MBN,0.1,4,0.9911,0.9911,0.4248,2.694196459062872
ca_only,1MBN,0.1,5,0.9724,0.9724,0.4248,2.644283129418118
ca_only,1MBN,0.1,6,1.0312,1.0312,0.3791,2.8044291312750675
ca_only,1MBN,0.1,7,0.9751,0.9751,0.4248,2.6514323409599827
ca_only,1MBN,0.1,8,1.023,1.023,0.4052,2.78152684012137
ca_only,1MBN,0.2,1,1.035,1.035,0.3856,2.8151062356240635
ca_only,1MBN,0.2,2,1.0624,1.0624,0.3791,2.893306599044841
ca_only,1MBN,0.2,3,1.0999,1.0999,0.3791,3.0038656223643683
ca_only,1MBN,0.2,4,1.0489,1.0489,0.4314,2.8545094300784726
ca_only,1MBN,0.2,5,1.0341,1.0341,0.3856,2.812573779788069
ca_only,1MBN,0.2,6,1.0231,1.0231,0.4248,2.78180500671348
ca_only,1MBN,0.2,7,1.053,1.053,0.3725,2.8662369437164648
ca_only,1MBN,0.2,8,1.0627,1.0627,0.4052,2.8941747212363724
ca_only,1MBN,0.3,1,1.1392,1.1392,0.3333,3.1242679507931195
ca_only,1MBN,0.3,2,1.1145,1.1145,0.3725,3.0480437762255894
ca_only,1MBN,0.3,3,1.1373,1.1373,0.3399,3.1183374774204005
ca_only,1MBN,0.3,4,1.1084,1.1084,0.3137,3.0295073029126964
ca_only,1MBN,0.3,5,1.1541,1.1541,0.3987,3.171168081545752
ca_only,1MBN,0.3,6,1.1302,1.1302,0.3725,3.0962756933419944
ca_only,1MBN,0.3,7,1.1724,1.1724,0.4052,3.2297347076276948
ca_only,1MBN,0.3,8,1.1055,1.1055,0.3987,3.0207344585069387
ca_only,1PIN,0.1,1,0.9688,0.9688,0.4837,2.634780824563438
ca_only,1PIN,0.1,2,0.9784,0.9784,0.4444,2.6601965206281117
ca_only,1PIN,0.1,3,0.95,0.95,0.5229,2.585709659315846
ca_only,1PIN,0.1,4,0.9226,0.9226,0.4967,2.5158230337069782
ca_only,1PIN,0.1,5,0.9783,0.9783,0.4641,2.659930514276588
ca_only,1PIN,0.1,6,0.9396,0.9396,0.4379,2.5589576305331496
ca_only,1PIN,0.1,7,0.9511,0.9511,0.4444,2.5885555048691917
ca_only,1PIN,0.1,8,0.9497,0.9497,0.4379,2.5849340627633515
ca_only,1PIN,0.2,1,0.9935,0.9935,0.4575,2.70067029606158
ca_only,1PIN,0.2,2,1.0068,1.0068,0.4575,2.7368291342634046
ca_only,1PIN,0.2,3,0.9797,0.9797,0.4641,2.66365702494538
ca_only,1PIN,0.2,4,0.9732,0.9732,0.4771,2.6463994023179445
ca_only,1PIN,0.2,5,0.9945,0.9945,0.4771,2.703372317143014
ca_only,1PIN,0.2,6,0.9993,0.9993,0.4837,2.716379697002804
ca_only,1PIN,0.2,7,1.0132,1.0132,0.4314,2.7544010107488135
ca_only,1PIN,0.2,8,1.0177,1.0177,0.4444,2.766823745486986
ca_only,1PIN,0.3,1,1.0393,1.0393,0.4444,2.827237255437973
ca_only,1PIN,0.3,2,1.0801,1.0801,0.4379,2.944974033744519
ca_only,1PIN,0.3,3,1.0412,1.0412,0.4248,2.8326141126200906
ca_only,1PIN,0.3,4,1.0108,1.0108,0.4575,2.7477983746555927
ca_only,1PIN,0.3,5,0.9911,0.9911,0.4052,2.694196459062872
ca_only,1PIN,0.3,6,1.0241,1.0241,0.451,2.784588203086447
ca_only,1PIN,0.3,7,1.0712,1.0712,0.4444,2.91888005529009
ca_only,1PIN,0.3,8,0.9863,0.9863,0.4314,2.6812953036026834
ca_only,1R69,0.1,1,0.8404,0.8404,0.4127,2.317293708905873
ca_only,1R69,0.1,2,0.9149,0.9149,0.5397,2.4965255868631577
ca_only,1R69,0.1,3,0.863,0.863,0.4286,2.3702608206522378
ca_only,1R69,0.1,4,0.8387,0.8387,0.4603,2.313357656193471
ca_only,1R69,0.1,5,0.844,0.844,0.4603,2.3256510003566726
ca_only,1R69,0.1,6,0.8489,0.8489,0.4603,2.3370746553563486
ca_only,1R69,0.1,7,0.8521,0.8521,0.4762,2.3445652728494855
ca_only,1R69,0.1,8,0.8359,0.8359,0.4762,2.3068893146602583
ca_only,1R69,0.2,1,0.8977,0.8977,0.4286,2.453952524666719
ca_only,1R69,0.2,2,0.8746,0.8746,0.4921,2.3979159357339492
ca_only,1R69,0.2,3,0.944,0.944,0.4444,2.570241851187732
ca_only,1R69,0.2,4,0.937,0.937,0.4286,2.5523129824793847
ca_only,1R69,0.2,5,0.8828,0.8828,0.4603,2.4176596851488834
ca_only,1R69,0.2,6,0.8634,0.8634,0.4286,2.3712091146266494
ca_only,1R69,0.2,7,0.9054,0.9054,0.4444,2.4729208936076184
ca_only,1R69,0.2,8,0.8918,0.8918,0.4444,2.439516831940243
ca_only,1R69,0.3,1,0.9757,0.9757,0.4603,2.653023677717846
ca_only,1R69,0.3,2,0.9617,0.9617,0.4762,2.6161401334687944
ca_only,1R69,0.3,3,0.8494,0.8494,0.4762,2.3382434848670544
ca_only,1R69,0.3,4,0.9715,0.9715,0.4444,2.641904345215101
ca_only,1R69,0.3,5,0.9813,0.9813,0.4444,2.667922287485402
ca_only,1R69,0.3,6,0.856,0.856,0.4286,2.353726931034661
ca_only,1R69,0.3,7,1.023,1.023,0.3968,2.78152684012137
ca_only,1R69,0.3,8,1.0388,1.0388,0.381,2.825823990156018
ca_only,1RIS,0.1,1,1.007,1.007,0.4021,2.7373765548304894
ca_only,1RIS,0.1,2,0.9211,0.9211,0.3402,2.512052128042711
ca_only,1RIS,0.1,3,1.0088,1.0088,0.3299,2.7423082698411307
ca_only,1RIS,0.1,4,1.0526,1.0526,0.3299,2.8650906782073635
ca_only,1RIS,0.1,5,1.0346,1.0346,0.3608,2.8139804183082884
ca_only,1RIS,0.1,6,1.0439,1.0439,0.3505,2.840272504901272
ca_only,1RIS,0.1,7,1.0094,1.0094,0.3711,2.7439541485172625
ca_only,1RIS,0.1,8,1.0046,1.0046,0.3299,2.730814728440241
ca_only,1RIS,0.2,1,1.0322,1.0322,0.3093,2.8072349630884306
ca_only,1RIS,0.2,2,1.0315,1.0315,0.3196,2.8052705862263827
ca_only,1RIS,0.2,3,1.0237,1.0237,0.3299,2.7834745905425695
ca_only,1RIS,0.2,4,1.0572,1.0572,0.299,2.878300454519404
ca_only,1RIS,0.2,5,1.0358,1.0358,0.3402,2.817359221686829
ca_only,1RIS,0.2,6,1.0236,1.0236,0.3918,2.7831962570004243
ca_only,1RIS,0.2,7,1.0273,1.0273,0.299,2.793513157647662
ca_only,1RIS,0.2,8,1.0247,1.0247,0.3299,2.7862594573344355
ca_only,1RIS,0.3,1,1.0658,1.0658,0.3299,2.9031605837629444
ca_only,1RIS,0.3,2,1.0876,1.0876,0.3608,2.967144373849625
ca_only,1RIS,0.3,3,1.0598,1.0598,0.2474,2.885793772793676
ca_only,1RIS,0.3,4,1.1111,1.1111,0.299,3.0376980251296906
