model,mask_frac,pdb_id,sample,score_nll,seq_recovery,perplexity
ca_only,0,3CHY,4,0.8156,0.4531,2.260531584486075
ca_only,0,3CHY,5,0.8722,0.4609,2.3921678379645974
ca_only,0,3CHY,6,0.8257,0.4297,2.283478641056292
ca_only,0,3CHY,7,0.8266,0.4219,2.2855346969195973
ca_only,0,3CHY,8,0.8,0.4219,2.225540928492468
ca_only,0,3PGK,1,1.2773,0.2,3.586941896271228
ca_only,0,3PGK,2,1.2883,0.1904,3.6266160650112194
ca_only,0,3PGK,3,1.2721,0.1976,3.5683382099154297
ca_only,0,3PGK,4,1.2837,0.1807,3.6099719419443486
ca_only,0,3PGK,5,1.2668,0.188,3.5494760462896466
ca_only,0,3PGK,6,1.2713,0.188,3.5654846809112875
ca_only,0,3PGK,7,1.274,0.1831,3.5751244974458816
ca_only,0,3PGK,8,1.2746,0.1928,3.5772702157954823
ca_only,0,4HHB,1,0.8349,0.4425,2.30458357840587
ca_only,0,4HHB,2,0.8264,0.4704,2.2850776356878604
ca_only,0,4HHB,3,0.8481,0.4373,2.3352057432965627
ca_only,0,4HHB,4,0.8369,0.4599,2.3091973578041536
ca_only,0,4HHB,5,0.844,0.4652,2.3256510003566726
ca_only,0,4HHB,6,0.8163,0.4512,2.262114510554703
ca_only,0,4HHB,7,0.8564,0.4564,2.3546686101303385
ca_only,0,4HHB,8,0.8446,0.446,2.3270468096578028
ca_only,10,1AKI,1,0.9391,0.431,2.557678471534282
ca_only,10,1AKI,2,0.9201,0.3966,2.5095413315221617
ca_only,10,1AKI,3,0.9605,0.4138,2.613002648176306
ca_only,10,1AKI,4,0.9107,0.3966,2.486062167959252
ca_only,10,1AKI,5,0.9078,0.3793,2.4788630314654805
ca_only,10,1AKI,6,0.9147,0.431,2.4960263316729683
ca_only,10,1AKI,7,0.9037,0.4483,2.468720499435127
ca_only,10,1AKI,8,0.9231,0.4224,2.5170812597541308
ca_only,10,1BPI,1,1.072,0.3269,2.921216093625068
ca_only,10,1BPI,2,1.0865,0.3269,2.963882309502706
ca_only,10,1BPI,3,1.0862,0.3077,2.962993278171223
ca_only,10,1BPI,4,1.1167,0.3269,3.0547568542114623
ca_only,10,1BPI,5,1.0646,0.3269,2.8996788805021896
ca_only,10,1BPI,6,1.0852,0.3462,2.9600317658959816
ca_only,10,1BPI,7,1.1182,0.3269,3.059342427813186
ca_only,10,1BPI,8,1.0794,0.3269,2.942913273271211
ca_only,10,1CRN,1,1.7351,0.1951,5.669494724930945
ca_only,10,1CRN,2,1.7497,0.2195,5.752876554134156
ca_only,10,1CRN,3,1.7525,0.1951,5.769007180824422
ca_only,10,1CRN,4,1.696,0.1951,5.452095335408995
ca_only,10,1CRN,5,1.6948,0.1951,5.445556744945414
ca_only,10,1CRN,6,1.76,0.1707,5.812437394402589
ca_only,10,1CRN,7,1.8606,0.2683,6.4275921699959
ca_only,10,1CRN,8,1.7209,0.2195,5.589556802306604
ca_only,10,1CSP,1,0.9935,0.5333,2.70067029606158
ca_only,10,1CSP,2,1.0597,0.45,2.885505207844885
ca_only,10,1CSP,3,0.9739,0.4167,2.6482525304187328
ca_only,10,1CSP,4,0.9355,0.35,2.548487382922633
ca_only,10,1CSP,5,0.9368,0.45,2.5518025709257453
ca_only,10,1CSP,6,0.9802,0.4167,2.6649891864704807
ca_only,10,1CSP,7,0.9333,0.3833,2.5428868734994405
ca_only,10,1CSP,8,0.9939,0.4,2.7017507802624383
ca_only,10,1ENH,1,1.1564,0.3673,3.178470162307183
ca_only,10,1ENH,2,1.1783,0.3061,3.2488464666518233
ca_only,10,1ENH,3,1.1786,0.3673,3.249821266804531
ca_only,10,1ENH,4,1.1625,0.3061,3.197918086160276
ca_only,10,1ENH,5,1.1637,0.3673,3.2017578912859666
ca_only,10,1ENH,6,1.2403,0.3469,3.4566503043202617
ca_only,10,1ENH,7,1.181,0.3469,3.2576302048221932
ca_only,10,1ENH,8,1.1308,0.3265,3.098134016199107
ca_only,10,1FKB,1,0.7901,0.4583,2.203616776915912
ca_only,10,1FKB,2,0.8613,0.4792,2.3662348003439906
ca_only,10,1FKB,3,0.7966,0.5,2.2179869383957667
ca_only,10,1FKB,4,0.8202,0.5104,2.2709539829129364
ca_only,10,1FKB,5,0.8867,0.4479,2.4271069681483852
ca_only,10,1FKB,6,0.8384,0.5,2.312663752987298
ca_only,10,1FKB,7,0.8225,0.4271,2.2761831883546866
ca_only,10,1FKB,8,0.8195,0.5208,2.2693648713788233
ca_only,10,1HEL,1,0.9154,0.4224,2.4977741617743052
ca_only,10,1HEL,2,0.9238,0.4483,2.518843833464785
ca_only,10,1HEL,3,0.9384,0.4224,2.555888723089245
ca_only,10,1HEL,4,0.9405,0.4052,2.5612617290894533
ca_only,10,1HEL,5,0.9336,0.3534,2.5436498540028434
ca_only,10,1HEL,6,0.9357,0.3621,2.548997131372363
ca_only,10,1HEL,7,0.9312,0.4224,2.5375524142077617
ca_only,10,1HEL,8,0.9053,0.4224,2.47267361388245
ca_only,10,1IGD,1,1.0994,0.3818,3.0023640649738157
ca_only,10,1IGD,2,1.0362,0.3273,2.8184863907942965
ca_only,10,1IGD,3,1.0236,0.4545,2.7831962570004243
ca_only,10,1IGD,4,1.0501,0.3818,2.857936897463702
ca_only,10,1IGD,5,1.091,0.2545,2.977249834268501
ca_only,10,1IGD,6,1.0124,0.3273,2.7521983711135425
ca_only,10,1IGD,7,1.0228,0.3273,2.780970590380174
ca_only,10,1IGD,8,1.0606,0.3091,2.888103331512222
ca_only,10,1LZ1,1,0.9124,0.4103,2.4902920680411516
ca_only,10,1LZ1,2,0.9191,0.453,2.507033044543153
ca_only,10,1LZ1,3,0.925,0.4615,2.521868260358148
ca_only,10,1LZ1,4,0.9628,0.453,2.6190194709608976
ca_only,10,1LZ1,5,0.897,0.4359,2.4522353589775614
ca_only,10,1LZ1,6,0.9026,0.4615,2.4660063999141566
ca_only,10,1LZ1,7,0.9444,0.4444,2.571270153574974
ca_only,10,1LZ1,8,0.9381,0.4444,2.55512207147581
ca_only,10,1MBN,1,1.0336,0.3696,2.81116784441131
ca_only,10,1MBN,2,1.0741,0.3116,2.927357093214432
ca_only,10,1MBN,3,1.0496,0.3333,2.8565082861975495
ca_only,10,1MBN,4,1.0444,0.3406,2.8416929962469655
ca_only,10,1MBN,5,1.0639,0.3551,2.897649815541428
ca_only,10,1MBN,6,1.0123,0.3551,2.751923165036964
ca_only,10,1MBN,7,1.0852,0.3913,2.9600317658959816
ca_only,10,1MBN,8,1.0343,0.3478,2.813136350799253
ca_only,10,1UBI,1,0.9656,0.4265,2.626363001624745
ca_only,10,1UBI,2,0.9548,0.3971,2.5981509007728847
ca_only,10,1UBI,3,0.9627,0.3971,2.6187575821084623
ca_only,10,1UBI,4,0.8925,0.4265,2.4412250915437084
ca_only,10,1UBI,5,0.9379,0.4412,2.5546110981605494
ca_only,10,1UBI,6,0.9143,0.3676,2.495028120795784
ca_only,10,1UBI,7,0.9057,0.4265,2.47366288116827
ca_only,10,1UBI,8,0.9805,0.4265,2.6657888031629287
ca_only,10,1UBQ,1,0.9221,0.3824,2.5145654366155976
ca_only,10,1UBQ,2,0.9792,0.3971,2.6623255293345496
ca_only,10,1UBQ,3,0.9413,0.3676,2.5633115582950827
ca_only,10,1UBQ,4,1.0004,0.4118,2.719369358681973
ca_only,10,1UBQ,5,1.0359,0.4118,2.8176409716962634
ca_only,10,1UBQ,6,0.9685,0.4412,2.6339905088693505
ca_only,10,1UBQ,7,0.9727,0.3971,2.645076533361584
ca_only,10,1UBQ,8,0.9933,0.3971,2.7001302160121727
ca_only,10,1VII,1,1.925,0.125,6.855148665899178
ca_only,10,1VII,2,2.0488,0.2188,7.758585215631515
ca_only,10,1VII,3,2.0133,0.0938,7.487986977066747
ca_only,10,1VII,4,1.9583,0.1875,7.087268461862779
ca_only,10,1VII,5,2.108,0.2812,8.231761287547819
ca_only,10,1VII,6,1.9291,0.1562,6.8833124717786305
ca_only,10,1VII,7,2.0561,0.1562,7.815430119165003
ca_only,10,1VII,8,2.0008,0.2188,7.3949697089384046
ca_only,10,2ACY,1,1.0038,0.3068,2.7286309502852193
ca_only,10,2ACY,2,1.0347,0.3409,2.8142618304204903
ca_only,10,2ACY,3,1.0412,0.3409,2.8326141126200906
ca_only,10,2ACY,4,1.0508,0.3182,2.859938153649874
ca_only,10,2ACY,5,1.0477,0.3182,2.851086073187316
ca_only,10,2ACY,6,1.0234,0.3182,2.7826396734092387
ca_only,10,2ACY,7,1.0684,0.3068,2.910718622473357
ca_only,10,2ACY,8,0.9957,0.2614,2.7066183111304585
ca_only,10,2GB1,1,1.0617,0.26,2.891281993120255
ca_only,10,2GB1,2,1.0954,0.32,2.990378595633223
ca_only,10,2GB1,3,1.1681,0.32,3.2158766645304824
ca_only,10,2GB1,4,1.1577,0.3,3.1826048604896973
ca_only,10,2GB1,5,1.0472,0.3,2.849660886477091
ca_only,10,2GB1,6,1.0561,0.36,2.8751360647528807
ca_only,10,2GB1,7,1.1113,0.34,3.038305625492727
ca_only,10,2GB1,8,1.1128,0.28,3.042866503734483
ca_only,10,2LZM,1,0.7941,0.6014,2.2124488964865603
ca_only,10,2LZM,2,0.8344,0.5473,2.3034315746416083
ca_only,10,2LZM,3,0.8409,0.6081,2.3184526454703223
ca_only,10,2LZM,4,0.8118,0.6081,2.2519578648493774
ca_only,10,2LZM,5,0.8662,0.5878,2.3778578039688734
ca_only,10,2LZM,6,0.8194,0.6149,2.2691379462381316
ca_only,10,2LZM,7,0.8375,0.5878,2.3105832919575042
ca_only,10,2LZM,8,0.8119,0.6351,2.252183071896027
ca_only,10,2PCY,1,1.0251,0.427,2.7873741840478488
ca_only,10,2PCY,2,1.0276,0.382,2.79435133731562
ca_only,10,2PCY,3,1.0483,0.4382,2.852797238129376
ca_only,10,2PCY,4,1.0207,0.4494,2.775136679890352
ca_only,10,2PCY,5,0.9755,0.3933,2.652493126039239
ca_only,10,2PCY,6,0.9914,0.3933,2.695004839251556
ca_only,10,2PCY,7,0.9705,0.4831,2.639263761381851
ca_only,10,2PCY,8,1.0293,0.4157,2.79910577471582
ca_only,10,2PTL,1,1.4891,0.0857,4.433103929521261
ca_only,10,2PTL,2,1.3733,0.2,3.948358804340304
ca_only,10,2PTL,3,1.3841,0.2143,3.9912321789215275
ca_only,10,2PTL,4,1.4141,0.2429,4.112783294830861
ca_only,10,2PTL,5,1.4863,0.2143,4.420708600078102
ca_only,10,2PTL,6,1.4635,0.1286,4.321056791493137
ca_only,10,2PTL,7,1.5229,0.2286,4.585503893013832
ca_only,10,2PTL,8,1.4333,0.2,4.192511677322674
ca_only,10,3CHY,1,0.9021,0.4174,2.4647737049136307
ca_only,10,3CHY,2,0.9006,0.4609,2.4610793158407627
ca_only,10,3CHY,3,0.9103,0.4435,2.4850679419505264
ca_only,10,3CHY,4,0.9244,0.4174,2.520355593247446
ca_only,10,3CHY,5,0.9147,0.4,2.4960263316729683
ca_only,10,3CHY,6,0.9491,0.4261,2.583383567520781
ca_only,10,3CHY,7,0.9116,0.4261,2.488300631067718
ca_only,10,3CHY,8,0.8825,0.3826,2.416934496027146
ca_only,10,3PGK,1,1.2667,0.193,3.5491211164318064
ca_only,10,3PGK,2,1.2815,0.1957,3.6020387334011956
ca_only,10,3PGK,3,1.321,0.1796,3.7471666709728715
ca_only,10,3PGK,4,1.3035,0.1903,3.6821617066411423
ca_only,10,3PGK,5,1.3052,0.1796,3.688426705282456
ca_only,10,3PGK,6,1.2653,0.1796,3.544155823384933
ca_only,10,3PGK,7,1.3441,0.1662,3.8347337267127193
ca_only,10,3PGK,8,1.3364,0.1823,3.8053196664787574
ca_only,10,4HHB,1,0.9162,0.438,2.4997731806046426
ca_only,10,4HHB,2,0.9062,0.438,2.474900021868255
ca_only,10,4HHB,3,0.9056,0.4496,2.473415527248055
ca_only,10,4HHB,4,0.9032,0.4264,2.4674864477240464
ca_only,10,4HHB,5,0.9114,0.4419,2.4878030207041992
ca_only,10,4HHB,6,0.9088,0.4477,2.4813431343417087
ca_only,10,4HHB,7,0.9083,0.4341,2.480102772890741
ca_only,10,4HHB,8,0.9316,0.4341,2.5385676382047078
ca_only,20,1AKI,1,0.9687,0.4175,2.634517359654447
ca_only,20,1AKI,2,0.9198,0.3786,2.5087885820407725
ca_only,20,1AKI,3,0.9703,0.4272,2.638735961411331
ca_only,20,1AKI,4,0.9082,0.3883,2.479854775013553
ca_only,20,1AKI,5,0.9485,0.4078,2.581834002296323
ca_only,20,1AKI,6,0.9184,0.4078,2.5052787354917747
ca_only,20,1AKI,7,0.9171,0.4078,2.5020239891791154
ca_only,20,1AKI,8,0.9547,0.4078,2.597891098673129
ca_only,20,1BPI,1,1.8636,0.2609,6.446903899616522
ca_only,20,1BPI,2,1.8462,0.3043,6.335698068205441
ca_only,20,1BPI,3,2.0266,0.3043,7.588242424744303
ca_only,20,1BPI,4,1.8782,0.2609,6.54171916374994
ca_only,20,1BPI,5,1.8885,0.2826,6.6094470710892805
ca_only,20,1BPI,6,1.8646,0.2609,6.453354028042843
ca_only,20,1BPI,7,1.8802,0.3043,6.554815694242423
ca_only,20,1BPI,8,1.8296,0.2174,6.231393602505752
ca_only,20,1CRN,1,1.2979,0.1892,3.661599229755809
ca_only,20,1CRN,2,1.2999,0.1622,3.6689297562983545
ca_only,20,1CRN,3,1.3523,0.1622,3.866307820134822
ca_only,20,1CRN,4,1.1957,0.1622,3.3058710705015626
ca_only,20,1CRN,5,1.2751,0.1622,3.5790592981366927
ca_only,20,1CRN,6,1.2994,0.1622,3.6670957499599983
ca_only,20,1CRN,7,1.3807,0.1892,3.977685032712165
ca_only,20,1CRN,8,1.2475,0.1622,3.4816279983061724
ca_only,20,1CSP,1,1.2159,0.4259,3.3733286943581753
ca_only,20,1CSP,2,1.2075,0.3148,3.345111411829613
ca_only,20,1CSP,3,1.2699,0.3333,3.5604964949029543
ca_only,20,1CSP,4,1.2073,0.3333,3.3444424564450155
ca_only,20,1CSP,5,1.1574,0.3889,3.1816502222344485
ca_only,20,1CSP,6,1.2487,0.2407,3.485808459679308
ca_only,20,1CSP,7,1.2097,0.463,3.352478758044979
ca_only,20,1CSP,8,1.2021,0.3889,3.3270964942594006
ca_only,20,1ENH,1,1.6546,0.0465,5.230987108799777
ca_only,20,1ENH,2,1.5828,0.0698,4.868568736710784
ca_only,20,1ENH,3,1.5846,0.0465,4.877340052252596
ca_only,20,1ENH,4,1.6784,0.0233,5.3569779458184
ca_only,20,1ENH,5,1.6499,0.0233,5.206459155231162
ca_only,20,1ENH,6,1.6454,0.0233,5.183082725447347
ca_only,20,1ENH,7,1.6835,0.0233,5.384368319426166
ca_only,20,1ENH,8,1.7478,0.0698,5.741956466050107
ca_only,20,1FKB,1,0.9114,0.3837,2.4878030207041992
ca_only,20,1FKB,2,0.9201,0.4651,2.5095413315221617
ca_only,20,1FKB,3,0.9133,0.4535,2.4925343397733144
ca_only,20,1FKB,4,0.9271,0.4302,2.5271697483189626
ca_only,20,1FKB,5,0.8762,0.4419,2.4017556722011535
ca_only,20,1FKB,6,0.9259,0.4767,2.5241389634555915
ca_only,20,1FKB,7,0.8779,0.5,2.4058421293483154
ca_only,20,1FKB,8,0.9213,0.4186,2.5125545887127116
ca_only,20,1HEL,1,1.1051,0.301,3.019526406350075
ca_only,20,1HEL,2,1.0846,0.3689,2.958256279535617
ca_only,20,1HEL,3,1.0994,0.301,3.0023640649738157
ca_only,20,1HEL,4,1.0858,0.3204,2.9618083178678147
ca_only,20,1HEL,5,1.1275,0.3495,3.087927024744393
ca_only,20,1HEL,6,1.1094,0.2718,3.0325383254743046
ca_only,20,1HEL,7,1.0729,0.3398,2.9238463715568557
ca_only,20,1HEL,8,1.0941,0.3495,2.9864936292341926
ca_only,20,1IGD,1,1.1075,0.2857,3.0267819729225303
ca_only,20,1IGD,2,1.1022,0.3061,3.0107824646152204
ca_only,20,1IGD,3,1.1781,0.3265,3.248196762331091
ca_only,20,1IGD,4,1.0783,0.2857,2.9396778484804864
ca_only,20,1IGD,5,1.1354,0.3469,3.1124182612493616
ca_only,20,1IGD,6,1.1123,0.3061,3.041345450777544
ca_only,20,1IGD,7,1.1561,0.2653,3.1775167642753455
ca_only,20,1IGD,8,1.1351,0.2857,3.1114846758158037
ca_only,20,1LZ1,1,0.9474,0.4135,2.578995546330789
ca_only,20,1LZ1,2,1.0372,0.4519,2.821306286898151
ca_only,20,1LZ1,3,0.9706,0.4423,2.639527700954748
ca_only,20,1LZ1,4,0.9655,0.4327,2.6261003784559596
ca_only,20,1LZ1,5,0.9354,0.4231,2.5482325469263527
ca_only,20,1LZ1,6,0.9222,0.4327,2.5148169057325056
ca_only,20,1LZ1,7,0.9621,0.4519,2.617186798841301
ca_only,20,1LZ1,8,1.0268,0.4327,2.7921167501997917
ca_only,20,1MBN,1,1.0416,0.4426,2.8337473849044854
ca_only,20,1MBN,2,1.1061,0.4098,3.0225474430230084
ca_only,20,1MBN,3,1.1393,0.3934,3.124580393210059
ca_only,20,1MBN,4,1.112,0.4262,3.040433183989171
ca_only,20,1MBN,5,1.1159,0.4262,3.0523140259896655
ca_only,20,1MBN,6,1.1502,0.3525,3.1588246114397744
ca_only,20,1MBN,7,1.107,0.377,3.0252689602207656
ca_only,20,1MBN,8,1.0688,0.4262,2.9118831428108867
ca_only,20,1UBI,1,1.052,0.4098,2.8633721394136336
ca_only,20,1UBI,2,0.9552,0.3443,2.5991903690129825
ca_only,20,1UBI,3,0.9863,0.377,2.6812953036026834
ca_only,20,1UBI,4,0.9985,0.3115,2.7142074622549535
ca_only,20,1UBI,5,0.9397,0.4426,2.5592135390914175
ca_only,20,1UBI,6,1.0416,0.3443,2.8337473849044854
ca_only,20,1UBI,7,0.984,0.3607,2.6751354109963805
ca_only,20,1UBI,8,1.0456,0.377,2.8451050746800726
ca_only,20,1UBQ,1,0.9346,0.3279,2.5461947761058212
ca_only,20,1UBQ,2,0.9663,0.3115,2.628202099334984
ca_only,20,1UBQ,3,1.0045,0.3279,2.7305416606210153
ca_only,20,1UBQ,4,0.9871,0.2787,2.6834411980889126
ca_only,20,1UBQ,5,0.9638,0.3607,2.6216398003782064
ca_only,20,1UBQ,6,0.9853,0.2623,2.678615348499962
ca_only,20,1UBQ,7,1.07,0.3115,2.915379499976997
ca_only,20,1UBQ,8,0.999,0.2951,2.715564905318567
ca_only,20,1VII,1,1.4957,0.0345,4.462459181227245
ca_only,20,1VII,2,1.5614,0.0345,4.7654882607029965
ca_only,20,1VII,3,1.5135,0.0345,4.5426021106960555
ca_only,20,1VII,4,1.4827,0.0,4.404822660965035
ca_only,20,1VII,5,1.537,0.0345,4.650617469856458
ca_only,20,1VII,6,1.5336,0.0,4.634832220589155
ca_only,20,1VII,7,1.4557,0.0,4.287483653971459
ca_only,20,1VII,8,1.5228,0.0345,4.585045365551286
ca_only,20,2ACY,1,0.9134,0.3974,2.492783605670379
ca_only,20,2ACY,2,0.9974,0.3846,2.7112234755400513
ca_only,20,2ACY,3,0.9467,0.3718,2.577190881154859
ca_only,20,2ACY,4,1.0207,0.4359,2.775136679890352
ca_only,20,2ACY,5,0.906,0.3974,2.4744050913585824
ca_only,20,2ACY,6,0.9459,0.3846,2.575129952931141
ca_only,20,2ACY,7,0.9619,0.3846,2.616663413821779
ca_only,20,2ACY,8,0.9578,0.4231,2.60595705685471
ca_only,20,2GB1,1,2.1461,0.1333,8.551442652485497
ca_only,20,2GB1,2,2.103,0.1556,8.190705206845303
ca_only,20,2GB1,3,1.9419,0.1333,6.971985165985777
ca_only,20,2GB1,4,1.9958,0.1333,7.358087143645591
ca_only,20,2GB1,5,1.849,0.0444,6.353462881929286
ca_only,20,2GB1,6,1.9112,0.1111,6.761197369258932
ca_only,20,2GB1,7,1.7854,0.0667,5.9619642563915916
ca_only,20,2GB1,8,1.7877,0.0444,5.975692555673575
ca_only,20,2LZM,1,0.9378,0.5344,2.5543556498233633
ca_only,20,2LZM,2,0.8566,0.5496,2.3551395909488764
ca_only,20,2LZM,3,0.8457,0.5573,2.3296079695281047
ca_only,20,2LZM,4,0.862,0.5573,2.367891744567051
ca_only,20,2LZM,5,0.8928,0.5802,2.441957568937287
ca_only,20,2LZM,6,0.886,0.5649,2.425408587773163
ca_only,20,2LZM,7,0.9443,0.5878,2.5710130394155386
ca_only,20,2LZM,8,0.915,0.5267,2.496775251904888
ca_only,20,2PCY,1,1.1224,0.4051,3.0722186872266737
ca_only,20,2PCY,2,1.1739,0.3671,3.234582944958089
ca_only,20,2PCY,3,1.0951,0.4177,2.9894816166081144
ca_only,20,2PCY,4,1.1259,0.3924,3.0829902919442116
ca_only,20,2PCY,5,1.0768,0.4177,2.9352716371923964
ca_only,20,2PCY,6,1.1059,0.443,3.021942993981323
ca_only,20,2PCY,7,1.1444,0.3924,3.140556457551397
ca_only,20,2PCY,8,1.0874,0.4177,2.9665510043137866
ca_only,20,2PTL,1,1.5219,0.1129,4.580920681108706
ca_only,20,2PTL,2,1.6273,0.2742,5.09011284368806
ca_only,20,2PTL,3,1.6209,0.2258,5.0576401449644415
ca_only,20,2PTL,4,1.6299,0.2258,5.103364356583395
ca_only,20,2PTL,5,1.4953,0.1613,4.4606745545038935
ca_only,20,2PTL,6,1.558,0.2903,4.749313113948145
ca_only,20,2PTL,7,1.606,0.2742,4.982839952102077
ca_only,20,2PTL,8,1.606,0.2419,4.982839952102077
ca_only,20,3CHY,1,1.1105,0.3725,3.0358759529909167
ca_only,20,3CHY,2,1.0633,0.3235,2.89591174712477
ca_only,20,3CHY,3,1.0937,0.3235,2.985299270670136
ca_only,20,3CHY,4,1.0635,0.2549,2.896490987396291
ca_only,20,3CHY,5,1.0875,0.2941,2.966847674247467
ca_only,20,3CHY,6,1.0857,0.3039,2.961512151844576
ca_only,20,3CHY,7,1.0738,0.3137,2.926479017804365
ca_only,20,3CHY,8,1.0658,0.2745,2.9031605837629444
ca_only,20,3PGK,1,1.3721,0.1988,3.943623615456649
ca_only,20,3PGK,2,1.3829,0.2018,3.9864455728448602
ca_only,20,3PGK,3,1.3817,0.1747,3.9816647072505065
ca_only,20,3PGK,4,1.4193,0.1898,4.134225469301261
ca_only,20,3PGK,5,1.3952,0.1807,4.035781648251601
ca_only,20,3PGK,6,1.4052,0.2139,4.076341928131749
ca_only,20,3PGK,7,1.4475,0.1988,4.25247004001883
ca_only,20,3PGK,8,1.3951,0.2048,4.035378090265011
ca_only,20,4HHB,1,1.0166,0.3913,2.7637819126817114
ca_only,20,4HHB,2,1.015,0.4174,2.7593633973762812
ca_only,20,4HHB,3,1.0025,0.4109,2.725086034744192
ca_only,20,4HHB,4,1.0359,0.3957,2.8176409716962634
ca_only,20,4HHB,5,0.9966,0.4174,2.7090553641198203
ca_only,20,4HHB,6,0.9952,0.4043,2.705265340245801
ca_only,20,4HHB,7,0.9751,0.4022,2.6514323409599827
ca_only,20,4HHB,8,1.0262,0.4043,2.7904419826301856
ca_only,30,1AKI,1,1.1383,0.3667,3.121457374586413
ca_only,30,1AKI,2,1.1951,0.3444,3.303888142797061
ca_only,30,1AKI,3,1.1198,0.3889,3.064241293745341
ca_only,30,1AKI,4,1.1906,0.3889,3.2890540479005184
ca_only,30,1AKI,5,1.1903,0.3778,3.28806747967878
ca_only,30,1AKI,6,1.2106,0.3667,3.3554973470885336
ca_only,30,1AKI,7,1.1432,0.3444,3.1367900500987753
ca_only,30,1AKI,8,1.1947,0.3,3.302566851815756
ca_only,30,1BPI,1,1.3848,0.122,3.9940270195268615
ca_only,30,1BPI,2,1.3809,0.122,3.978480649277712
ca_only,30,1BPI,3,1.3511,0.122,3.8616710333791278
ca_only,30,1BPI,4,1.3874,0.1463,4.004425001296402
ca_only,30,1BPI,5,1.39,0.122,4.014850052994201
ca_only,30,1BPI,6,1.389,0.122,4.01083720969726
ca_only,30,1BPI,7,1.3308,0.122,3.7840694325354334
ca_only,30,1BPI,8,1.4024,0.122,4.064944135089796
ca_only,30,1CRN,1,1.1762,0.0625,3.2420310477663508
ca_only,30,1CRN,2,1.1348,0.0312,3.110551370415869
ca_only,30,1CRN,3,1.1643,0.0938,3.203679522452439
ca_only,30,1CRN,4,1.2043,0.0625,3.3344241640280234
ca_only,30,1CRN,5,1.169,0.0625,3.218772256349426
ca_only,30,1CRN,6,1.1571,0.125,3.180695870327722
ca_only,30,1CRN,7,1.125,0.0938,3.080216848918031
ca_only,30,1CRN,8,1.1375,0.125,3.1189612072867923
ca_only,30,1CSP,1,1.7581,0.2766,5.801404248161291
ca_only,30,1CSP,2,1.5547,0.3617,4.733666212259463
ca_only,30,1CSP,3,1.5498,0.2979,4.710527982777346
ca_only,30,1CSP,4,1.7348,0.2979,5.667794131615216
ca_only,30,1CSP,5,1.59,0.4894,4.903748928326623
ca_only,30,1CSP,6,1.7677,0.2553,5.857365915160292
ca_only,30,1CSP,7,1.821,0.2553,6.178033395291561
ca_only,30,1CSP,8,1.7575,0.2553,5.79792444965634
ca_only,30,1ENH,1,1.0062,0.0,2.73518752931358
ca_only,30,1ENH,2,1.005,0.0,2.731907272825927
ca_only,30,1ENH,3,1.026,0.0,2.789883950038779
ca_only,30,1ENH,4,1.0341,0.0,2.812573779788069
ca_only,30,1ENH,5,1.0189,0.0,2.770145926891751
ca_only,30,1ENH,6,1.0831,0.0,2.9538222214912326
ca_only,30,1ENH,7,1.0559,0.0,2.8745610950388185
ca_only,30,1ENH,8,1.0636,0.0,2.896780650977969
ca_only,30,1FKB,1,0.9049,0.4667,2.4716847422244137
ca_only,30,1FKB,2,0.9231,0.4,2.5170812597541308
ca_only,30,1FKB,3,0.9408,0.44,2.562030222876484
ca_only,30,1FKB,4,0.9547,0.4267,2.597891098673129
ca_only,30,1FKB,5,0.9274,0.4533,2.52792801297747
ca_only,30,1FKB,6,0.9915,0.4267,2.695274353210955
ca_only,30,1FKB,7,0.9434,0.4,2.568700168628038
ca_only,30,1FKB,8,0.9514,0.4133,2.5893321880172997
ca_only,30,1HEL,1,1.1485,0.3222,3.153459171516439
ca_only,30,1HEL,2,1.173,0.3778,3.2316731299208064
ca_only,30,1HEL,3,1.1015,0.3556,3.0086756543596067
ca_only,30,1HEL,4,1.114,0.3222,3.046520135279456
ca_only,30,1HEL,5,1.1226,0.3333,3.0728331924125896
ca_only,30,1HEL,6,1.1264,0.3778,3.0845321725282075
ca_only,30,1HEL,7,1.0867,0.3667,2.964475145246205
ca_only,30,1HEL,8,1.135,0.3444,3.111173542905127
ca_only,30,1IGD,1,1.3958,0.0465,4.038203843826558
ca_only,30,1IGD,2,1.3755,0.0233,3.957054755749035
ca_only,30,1IGD,3,1.365,0.0465,3.915723051992722
ca_only,30,1IGD,4,1.3884,0.0233,4.008431429177771
ca_only,30,1IGD,5,1.4631,0.0233,4.319328714414997
ca_only,30,1IGD,6,1.3851,0.0233,3.9952254073819096
ca_only,30,1IGD,7,1.4543,0.0233,4.281485376629757
ca_only,30,1IGD,8,1.3616,0.0233,3.9024322008663783
ca_only,30,1LZ1,1,1.0263,0.4066,2.790721040781124
ca_only,30,1LZ1,2,1.0486,0.4505,2.853653205689529
ca_only,30,1LZ1,3,1.0471,0.3956,2.849375934636273
ca_only,30,1LZ1,4,1.0666,0.4615,2.905484041489127
ca_only,30,1LZ1,5,1.0319,0.4286,2.806392918912446
ca_only,30,1LZ1,6,1.0573,0.4286,2.878588298956838
ca_only,30,1LZ1,7,1.0382,0.4725,2.8241290043085283
ca_only,30,1LZ1,8,1.0053,0.4835,2.7327269679558968
ca_only,30,1MBN,1,1.1043,0.3364,3.0171117512158303
ca_only,30,1MBN,2,1.1551,0.3645,3.174340835739999
ca_only,30,1MBN,3,1.1274,0.3271,3.087618247481039
