model,noise,pdb_id,sample,score_nll,seq_recovery,perplexity
fullbackbone,0.3,1FKB,8,1.3181,0.5327,3.7363156292423305
fullbackbone,0.3,1HEL,1,1.316,0.5039,3.728477599232907
fullbackbone,0.3,1HEL,2,1.3909,0.4729,4.018465044544082
fullbackbone,0.3,1HEL,3,1.4923,0.4729,4.447312583817887
fullbackbone,0.3,1HEL,4,1.2247,0.4806,3.4031449861381375
fullbackbone,0.3,1HEL,5,1.3584,0.4884,3.889964376981031
fullbackbone,0.3,1HEL,6,1.3675,0.4806,3.925524606460813
fullbackbone,0.3,1HEL,7,1.2736,0.5271,3.5736947336187326
fullbackbone,0.3,1HEL,8,1.3921,0.5271,4.023290097050032
fullbackbone,0.3,1IGD,1,1.206,0.4918,3.3400975060812867
fullbackbone,0.3,1IGD,2,1.5631,0.3934,4.773596480780528
fullbackbone,0.3,1IGD,3,1.3012,0.4262,3.6737024665710623
fullbackbone,0.3,1IGD,4,1.5124,0.4754,4.537607995641142
fullbackbone,0.3,1IGD,5,1.5763,0.3934,4.837025665959921
fullbackbone,0.3,1IGD,6,1.4365,0.3934,4.205949203264927
fullbackbone,0.3,1IGD,7,1.3868,0.4918,4.002023066947987
fullbackbone,0.3,1IGD,8,1.371,0.4918,3.939288014497347
fullbackbone,0.3,1LZ1,1,1.3708,0.5,3.938500235674956
fullbackbone,0.3,1LZ1,2,1.4522,0.4154,4.272503691409085
fullbackbone,0.3,1LZ1,3,1.3713,0.5077,3.9404699781873846
fullbackbone,0.3,1LZ1,4,1.4453,0.4538,4.243124889365717
fullbackbone,0.3,1LZ1,5,1.4225,0.3769,4.147476180633886
fullbackbone,0.3,1LZ1,6,1.3274,0.4692,3.7712254436190107
fullbackbone,0.3,1LZ1,7,1.4114,0.4615,4.101693757547045
fullbackbone,0.3,1LZ1,8,1.2261,0.4385,3.407912725757734
fullbackbone,0.3,1MBN,1,1.3969,0.3595,4.042648312064148
fullbackbone,0.3,1MBN,2,1.3605,0.3007,3.898141885551456
fullbackbone,0.3,1MBN,3,1.288,0.3595,3.6255282433731204
fullbackbone,0.3,1MBN,4,1.3494,0.3464,3.855111769576305
fullbackbone,0.3,1MBN,5,1.3213,0.3268,3.748290989613527
fullbackbone,0.3,1MBN,6,1.3647,0.3268,3.914548511267042
fullbackbone,0.3,1MBN,7,1.3572,0.3987,3.885299219383031
fullbackbone,0.3,1MBN,8,1.383,0.3072,3.9868442373350366
fullbackbone,0.3,1PIN,1,1.3487,0.4183,3.85241413561964
fullbackbone,0.3,1PIN,2,1.3138,0.4052,3.720283964817218
fullbackbone,0.3,1PIN,3,1.4491,0.4183,4.259279438148693
fullbackbone,0.3,1PIN,4,1.4585,0.4118,4.299505430835963
fullbackbone,0.3,1PIN,5,1.5192,0.3464,4.568568877708024
fullbackbone,0.3,1PIN,6,1.5179,0.4248,4.56263359693539
fullbackbone,0.3,1PIN,7,1.3872,0.3987,4.003624196379304
fullbackbone,0.3,1PIN,8,1.3557,0.3987,3.879475639330917
fullbackbone,0.3,1R69,1,1.1555,0.4921,3.1756108260554248
fullbackbone,0.3,1R69,2,1.3843,0.4286,3.992030505187277
fullbackbone,0.3,1R69,3,1.3041,0.4127,3.6843716665868116
fullbackbone,0.3,1R69,4,1.1754,0.4762,3.239438460101475
fullbackbone,0.3,1R69,5,1.2929,0.4127,3.643336927409343
fullbackbone,0.3,1R69,6,1.0463,0.3968,2.847097345445765
fullbackbone,0.3,1R69,7,1.0746,0.381,2.92882113774167
fullbackbone,0.3,1R69,8,1.2271,0.3968,3.4113223430079826
fullbackbone,0.3,1RIS,1,1.4844,0.3711,4.41231722806577
fullbackbone,0.3,1RIS,2,1.6526,0.3093,5.220535589585232
fullbackbone,0.3,1RIS,3,1.366,0.2887,3.9196407335590244
fullbackbone,0.3,1RIS,4,1.7172,0.2887,5.568913655510028
fullbackbone,0.3,1RIS,5,1.4316,0.268,4.185390462219089
fullbackbone,0.3,1RIS,6,1.4216,0.2887,4.143745131295363
fullbackbone,0.3,1RIS,7,1.5086,0.2887,4.52039780532889
fullbackbone,0.3,1RIS,8,1.3766,0.3505,3.961409910876535
fullbackbone,0.3,1SHG,1,1.2556,0.4561,3.5099437089043968
fullbackbone,0.3,1SHG,2,1.6321,0.3333,5.114604117371376
fullbackbone,0.3,1SHG,3,1.5931,0.5263,4.918974136884847
fullbackbone,0.3,1SHG,4,1.2515,0.4035,3.495582400497916
fullbackbone,0.3,1SHG,5,1.2504,0.4386,3.4917393739094966
fullbackbone,0.3,1SHG,6,1.3415,0.386,3.8247763691973464
fullbackbone,0.3,1SHG,7,1.3342,0.4561,3.796957165336636
fullbackbone,0.3,1SHG,8,1.5127,0.3509,4.538969482252615
fullbackbone,0.3,1STN,1,1.2838,0.4485,3.610332957189004
fullbackbone,0.3,1STN,2,1.3988,0.4044,4.05033664546089
fullbackbone,0.3,1STN,3,1.3622,0.4191,3.904774362765204
fullbackbone,0.3,1STN,4,1.3261,0.375,3.7663260358473583
fullbackbone,0.3,1STN,5,1.2721,0.4559,3.5683382099154297
fullbackbone,0.3,1STN,6,1.3284,0.4044,3.774998555304047
fullbackbone,0.3,1STN,7,1.5296,0.4265,4.616329920975751
fullbackbone,0.3,1STN,8,1.4295,0.4044,4.1766103645776385
fullbackbone,0.3,1TIM,1,1.5191,0.2733,4.568112043662334
fullbackbone,0.3,1TIM,2,1.5041,0.2733,4.500101715656313
fullbackbone,0.3,1TIM,3,1.3975,0.2692,4.04507462887364
fullbackbone,0.3,1TIM,4,1.3896,0.2591,4.013244434118188
fullbackbone,0.3,1TIM,5,1.4148,0.2794,4.115663251004306
fullbackbone,0.3,1TIM,6,1.4916,0.3016,4.4442005543466045
fullbackbone,0.3,1TIM,7,1.4795,0.2773,4.390749757105
fullbackbone,0.3,1TIM,8,1.4089,0.2611,4.091452330271348
fullbackbone,0.3,1TUP,1,1.5352,0.3009,4.64225388789265
fullbackbone,0.3,1TUP,2,1.4402,0.3385,4.221540040579496
fullbackbone,0.3,1TUP,3,1.5155,0.3265,4.551696406181501
fullbackbone,0.3,1TUP,4,1.4666,0.335,4.334472851696053
fullbackbone,0.3,1TUP,5,1.4866,0.3128,4.422035011609907
fullbackbone,0.3,1TUP,6,1.5643,0.3333,4.779328234922139
fullbackbone,0.3,1TUP,7,1.521,0.3197,4.5767997072121265
fullbackbone,0.3,1TUP,8,1.5624,0.3145,4.7702561325022765
fullbackbone,0.3,1UBI,1,1.3572,0.4737,3.885299219383031
fullbackbone,0.3,1UBI,2,1.3524,0.5263,3.866694470249019
fullbackbone,0.3,1UBI,3,0.9925,0.5526,2.697970975650667
fullbackbone,0.3,1UBI,4,1.3696,0.4605,3.933776869978367
fullbackbone,0.3,1UBI,5,1.5618,0.5132,4.767394837297176
fullbackbone,0.3,1UBI,6,1.0516,0.4605,2.8622270195971
fullbackbone,0.3,1UBI,7,1.1887,0.4737,3.2828107781939124
fullbackbone,0.3,1UBI,8,1.2968,0.5263,3.6575736850585696
fullbackbone,0.3,1UBQ,1,1.2298,0.4342,3.420545358802445
fullbackbone,0.3,1UBQ,2,1.3205,0.5132,3.745293555955163
fullbackbone,0.3,1UBQ,3,1.2498,0.5263,3.489644958672555
fullbackbone,0.3,1UBQ,4,1.2243,0.4605,3.4017840003589845
fullbackbone,0.3,1UBQ,5,1.1931,0.4605,3.29728696988477
fullbackbone,0.3,1UBQ,6,1.2966,0.4868,3.656842243468155
fullbackbone,0.3,1UBQ,7,1.1489,0.4868,3.1547208074954196
fullbackbone,0.3,1UBQ,8,1.3579,0.4737,3.888019880957057
fullbackbone,0.3,1VII,1,1.3297,0.1667,3.7799092446824494
fullbackbone,0.3,1VII,2,1.3836,0.1667,3.9892370616529482
fullbackbone,0.3,1VII,3,1.436,0.2222,4.203846754319332
fullbackbone,0.3,1VII,4,1.569,0.2778,4.801843948104592
fullbackbone,0.3,1VII,5,1.3443,0.1389,3.8355007501578493
fullbackbone,0.3,1VII,6,1.3663,0.1389,3.920816802180565
fullbackbone,0.3,1VII,7,1.3072,0.2778,3.695810940466794
fullbackbone,0.3,1VII,8,1.5046,0.2778,4.50235232912062
fullbackbone,0.3,2ACY,1,1.4989,0.3469,4.476761922788666
fullbackbone,0.3,2ACY,2,1.5186,0.398,4.565828558559351
fullbackbone,0.3,2ACY,3,1.4937,0.398,4.453543181836181
fullbackbone,0.3,2ACY,4,1.6435,0.3265,5.1732442178110025
fullbackbone,0.3,2ACY,5,1.4087,0.3469,4.090634121628885
fullbackbone,0.3,2ACY,6,1.3613,0.3673,3.901261646798008
fullbackbone,0.3,2ACY,7,1.4173,0.3367,4.125965281304051
fullbackbone,0.3,2ACY,8,1.609,0.3367,4.997810917177775
fullbackbone,0.3,2CI2,1,1.396,0.5846,4.039011565364785
fullbackbone,0.3,2CI2,2,1.4816,0.4462,4.399980019978816
fullbackbone,0.3,2CI2,3,1.4941,0.3692,4.455324955439878
fullbackbone,0.3,2CI2,4,1.3328,0.4769,3.791645144587319
fullbackbone,0.3,2CI2,5,1.4063,0.3385,4.080828371344078
fullbackbone,0.3,2CI2,6,1.379,0.4308,3.9709287126557493
fullbackbone,0.3,2CI2,7,1.3139,0.5077,3.7206560118157395
fullbackbone,0.3,2CI2,8,1.2837,0.4769,3.6099719419443486
fullbackbone,0.3,2CRO,1,1.267,0.4,3.5501860124931586
fullbackbone,0.3,2CRO,2,1.1979,0.4154,3.313151992934704
fullbackbone,0.3,2CRO,3,1.1327,0.4154,3.104026066505151
fullbackbone,0.3,2CRO,4,1.277,0.4308,3.585865975098591
fullbackbone,0.3,2CRO,5,1.146,0.4154,3.145585369940555
fullbackbone,0.3,2CRO,6,1.4524,0.4,4.273358277603138
fullbackbone,0.3,2CRO,7,1.405,0.4462,4.0755267412675265
fullbackbone,0.3,2CRO,8,1.2412,0.3846,3.459762689957601
fullbackbone,0.3,2GB1,1,1.4392,0.3393,4.217320610605523
fullbackbone,0.3,2GB1,2,1.5088,0.3036,4.521301975303939
fullbackbone,0.3,2GB1,3,1.3393,0.2857,3.8163711103599542
fullbackbone,0.3,2GB1,4,1.5317,0.375,4.626034399946324
fullbackbone,0.3,2GB1,5,1.4181,0.2321,4.129267374190137
fullbackbone,0.3,2GB1,6,1.3573,0.2143,3.885687768732113
fullbackbone,0.3,2GB1,7,1.2638,0.25,3.5388435748323164
fullbackbone,0.3,2GB1,8,1.3851,0.375,3.9952254073819096
fullbackbone,0.3,2LZM,1,1.2639,0.4451,3.5391974768846075
fullbackbone,0.3,2LZM,2,1.2885,0.4695,3.6273414607613788
fullbackbone,0.3,2LZM,3,1.3234,0.4939,3.7561706714618732
fullbackbone,0.3,2LZM,4,1.2754,0.4878,3.58013317699991
fullbackbone,0.3,2LZM,5,1.3744,0.4878,3.952704388658274
fullbackbone,0.3,2LZM,6,1.347,0.4512,3.8458705951743677
fullbackbone,0.3,2LZM,7,1.2653,0.4634,3.544155823384933
fullbackbone,0.3,2LZM,8,1.2886,0.4817,3.6277042130447668
fullbackbone,0.3,2PCY,1,1.2732,0.4242,3.5722655415827482
fullbackbone,0.3,2PCY,2,1.4469,0.4343,4.24991932328636
fullbackbone,0.3,2PCY,3,1.3253,0.4545,3.7633141799216823
fullbackbone,0.3,2PCY,4,1.2448,0.4141,3.4722402818310236
fullbackbone,0.3,2PCY,5,1.3828,0.4848,3.986046948219139
fullbackbone,0.3,2PCY,6,1.3481,0.404,3.8501033804341467
fullbackbone,0.3,2PCY,7,1.3992,0.4343,4.0519571041892135
fullbackbone,0.3,2PCY,8,1.3936,0.4141,4.029329560660916
fullbackbone,0.3,2PTL,1,1.6406,0.1795,5.158263542058148
fullbackbone,0.3,2PTL,2,1.6628,0.2051,5.274057550565403
fullbackbone,0.3,2PTL,3,1.7551,0.1795,5.784026115649174
fullbackbone,0.3,2PTL,4,1.589,0.2308,4.8988476304556725
fullbackbone,0.3,2PTL,5,1.6488,0.1795,5.200735198913549
fullbackbone,0.3,2PTL,6,1.5969,0.2308,4.937701798626705
fullbackbone,0.3,2PTL,7,1.5056,0.141,4.5068569333764845
fullbackbone,0.3,2PTL,8,1.5264,0.1795,4.601581275646663
fullbackbone,0.3,3CHY,1,1.1851,0.5,3.271013906502078
fullbackbone,0.3,3CHY,2,1.2747,0.4609,3.5776279607040093
fullbackbone,0.3,3CHY,3,1.2465,0.4219,3.4781481105417384
fullbackbone,0.3,3CHY,4,1.3484,0.4141,3.851258584720256
fullbackbone,0.3,3CHY,5,1.2897,0.3828,3.6316968832451324
fullbackbone,0.3,3CHY,6,1.3689,0.4375,3.9310241897198743
fullbackbone,0.3,3CHY,7,1.4486,0.3672,4.257150330750824
fullbackbone,0.3,3CHY,8,1.3418,0.4453,3.8259239742402555
fullbackbone,0.3,3PGK,1,1.4943,0.212,4.456216109543407
fullbackbone,0.3,3PGK,2,1.5567,0.1904,4.743143018331119
fullbackbone,0.3,3PGK,3,1.5307,0.2241,4.621410677792764
fullbackbone,0.3,3PGK,4,1.4841,0.2048,4.4109937314317715
fullbackbone,0.3,3PGK,5,1.5102,0.2072,4.5276362310137666
fullbackbone,0.3,3PGK,6,1.5461,0.2072,4.693131233074806
fullbackbone,0.3,3PGK,7,1.5495,0.1928,4.709115036335076
fullbackbone,0.3,3PGK,8,1.596,0.2265,4.933259866177374
fullbackbone,0.3,4HHB,1,1.2778,0.4355,3.5887358156618374
fullbackbone,0.3,4HHB,2,1.3249,0.399,3.76180915527471
fullbackbone,0.3,4HHB,3,1.3309,0.4042,3.784447858399665
fullbackbone,0.3,4HHB,4,1.322,0.4146,3.750915711851864
fullbackbone,0.3,4HHB,5,1.2466,0.4199,3.478495942744113
fullbackbone,0.3,4HHB,6,1.2906,0.4181,3.6349668817186407
fullbackbone,0.3,4HHB,7,1.3178,0.4443,3.735194902670949
fullbackbone,0.3,4HHB,8,1.3566,0.4408,3.882968739065411
fullbackbone,0.5,1AKI,1,2.1857,0.2636,8.896874186075966
fullbackbone,0.5,1AKI,2,2.085,0.2248,8.04459148169769
fullbackbone,0.5,1AKI,3,2.0348,0.2713,7.650721828088386
fullbackbone,0.5,1AKI,4,2.2015,0.2713,9.038561177901931
fullbackbone,0.5,1AKI,5,2.1616,0.2326,8.685022583695064
fullbackbone,0.5,1AKI,6,2.0793,0.186,7.99886774669372
fullbackbone,0.5,1AKI,7,1.9441,0.2481,6.987340417934805
fullbackbone,0.5,1AKI,8,2.1976,0.1783,9.003379438293196
fullbackbone,0.5,1BPI,1,2.1982,0.2931,9.008783086888641
fullbackbone,0.5,1BPI,2,2.1598,0.3103,8.669403604342955
fullbackbone,0.5,1BPI,3,1.9726,0.2759,7.189344505121807
fullbackbone,0.5,1BPI,4,2.149,0.2414,8.576277829779462
fullbackbone,0.5,1BPI,5,2.0673,0.2586,7.903454955431714
fullbackbone,0.5,1BPI,6,2.1031,0.2241,8.191524318320877
fullbackbone,0.5,1BPI,7,2.0064,0.2241,7.436497709182695
fullbackbone,0.5,1BPI,8,2.0715,0.2931,7.936719272411653
fullbackbone,0.5,1CRN,1,1.7622,0.1957,5.825238833089584
fullbackbone,0.5,1CRN,2,1.8027,0.3261,6.06600358339114
fullbackbone,0.5,1CRN,3,1.8904,0.3043,6.622016958135603
fullbackbone,0.5,1CRN,4,2.0468,0.2174,7.7430835520310755
fullbackbone,0.5,1CRN,5,2.2583,0.2609,9.566811754901106
fullbackbone,0.5,1CRN,6,1.7669,0.3043,5.852681896285528
fullbackbone,0.5,1CRN,7,2.0676,0.2826,7.905826347609387
fullbackbone,0.5,1CRN,8,2.0541,0.2391,7.7998148793715485
fullbackbone,0.5,1CSP,1,2.0457,0.2388,7.734570842972188
fullbackbone,0.5,1CSP,2,2.022,0.2537,7.553416670235239
fullbackbone,0.5,1CSP,3,2.3315,0.194,10.29337001381075
fullbackbone,0.5,1CSP,4,2.0465,0.2537,7.740760975369383
fullbackbone,0.5,1CSP,5,2.158,0.1791,8.653812713866106
fullbackbone,0.5,1CSP,6,2.1678,0.3134,8.739036995364096
fullbackbone,0.5,1CSP,7,2.2689,0.1642,9.668759327068228
fullbackbone,0.5,1CSP,8,2.3616,0.194,10.607910538408518
fullbackbone,0.5,1ENH,1,1.5866,0.2222,4.887104493543578
fullbackbone,0.5,1ENH,2,1.8884,0.2037,6.6087861594283055
fullbackbone,0.5,1ENH,3,1.8697,0.1852,6.486350202311067
fullbackbone,0.5,1ENH,4,1.976,0.1667,7.213829877985519
fullbackbone,0.5,1ENH,5,1.9389,0.2593,6.95110055307065
fullbackbone,0.5,1ENH,6,1.8041,0.0926,6.074501935866557
fullbackbone,0.5,1ENH,7,1.9248,0.2222,6.853777773259832
fullbackbone,0.5,1ENH,8,1.5367,0.2407,4.649222493872361
fullbackbone,0.5,1FKB,1,1.9829,0.243,7.2637774250141325
fullbackbone,0.5,1FKB,2,2.3142,0.2243,10.116826219519826
fullbackbone,0.5,1FKB,3,2.0649,0.243,7.884509407290312
fullbackbone,0.5,1FKB,4,2.0364,0.215,7.662972781162249
fullbackbone,0.5,1FKB,5,1.972,0.2336,7.185032192241968
fullbackbone,0.5,1FKB,6,2.2871,0.215,9.84634184589984
fullbackbone,0.5,1FKB,7,2.0229,0.2617,7.56021780529015
fullbackbone,0.5,1FKB,8,2.0504,0.271,7.771008888264247
fullbackbone,0.5,1HEL,1,2.0594,0.2636,7.841263640424412
fullbackbone,0.5,1HEL,2,2.0346,0.2016,7.649191836727004
fullbackbone,0.5,1HEL,3,2.1604,0.2868,8.674606807310354
fullbackbone,0.5,1HEL,4,1.8118,0.2171,6.121456142475494
fullbackbone,0.5,1HEL,5,2.0936,0.2713,8.114073312071746
fullbackbone,0.5,1HEL,6,2.0587,0.1938,7.835776676537525
fullbackbone,0.5,1HEL,7,2.0307,0.3023,7.619418085117626
fullbackbone,0.5,1HEL,8,2.0628,0.2868,7.867969310714892
fullbackbone,0.5,1IGD,1,1.9673,0.4098,7.151341775436343
fullbackbone,0.5,1IGD,2,2.1172,0.2459,8.307842930321588
fullbackbone,0.5,1IGD,3,2.3962,0.1639,10.981367797013705
fullbackbone,0.5,1IGD,4,2.1321,0.2295,8.432556599520641
fullbackbone,0.5,1IGD,5,2.2247,0.2295,9.250707175430808
fullbackbone,0.5,1IGD,6,2.2275,0.2623,9.276645452163104
fullbackbone,0.5,1IGD,7,2.1608,0.2623,8.678077344094362
fullbackbone,0.5,1IGD,8,2.233,0.2295,9.327807569000198
fullbackbone,0.5,1LZ1,1,2.2274,0.2538,9.275717833999567
fullbackbone,0.5,1LZ1,2,2.3178,0.2385,10.153312429683293
fullbackbone,0.5,1LZ1,3,2.0774,0.2923,7.983684326791587
fullbackbone,0.5,1LZ1,4,2.2654,0.2154,9.63497782154344
fullbackbone,0.5,1LZ1,5,2.157,0.2923,8.645163226616656
fullbackbone,0.5,1LZ1,6,2.1451,0.2077,8.54289548412945
fullbackbone,0.5,1LZ1,7,2.0878,0.1923,8.067147902098146
fullbackbone,0.5,1LZ1,8,2.1463,0.2154,8.553153112056249
fullbackbone,0.5,1MBN,1,2.1132,0.2092,8.2746779328153
fullbackbone,0.5,1MBN,2,1.9256,0.2222,6.8592629892723
fullbackbone,0.5,1MBN,3,1.8928,0.2941,6.637928885510253
fullbackbone,0.5,1MBN,4,2.0116,0.2222,7.475268213218107
fullbackbone,0.5,1MBN,5,1.7905,0.3072,5.992447941422659
fullbackbone,0.5,1MBN,6,1.8115,0.2484,6.119619981070733
fullbackbone,0.5,1MBN,7,1.9298,0.2157,6.888132477313996
fullbackbone,0.5,1MBN,8,1.968,0.2418,7.156349467166773
fullbackbone,0.5,1PIN,1,1.959,0.268,7.092231286572083
fullbackbone,0.5,1PIN,2,2.2152,0.2549,9.163241576671524
fullbackbone,0.5,1PIN,3,2.0398,0.2092,7.689071230841153
fullbackbone,0.5,1PIN,4,2.0641,0.281,7.878204322134811
fullbackbone,0.5,1PIN,5,2.2584,0.2418,9.567768483912248
fullbackbone,0.5,1PIN,6,2.0723,0.2745,7.943071188257152
fullbackbone,0.5,1PIN,7,2.2389,0.1895,9.383004303908844
fullbackbone,0.5,1PIN,8,2.051,0.2418,7.775672892658607
fullbackbone,0.5,1R69,1,1.5677,0.3016,4.795605606772488
fullbackbone,0.5,1R69,2,1.6446,0.3016,5.178937917411261
fullbackbone,0.5,1R69,3,1.7974,0.381,6.033938811103981
fullbackbone,0.5,1R69,4,1.7711,0.2857,5.877314853249114
fullbackbone,0.5,1R69,5,2.1035,0.3016,8.194801583457535
fullbackbone,0.5,1R69,6,1.6968,0.3175,5.456458756813168
fullbackbone,0.5,1R69,7,1.5961,0.3492,4.933753216831113
fullbackbone,0.5,1R69,8,1.8491,0.3651,6.354098259985852
fullbackbone,0.5,1RIS,1,1.8584,0.1959,6.413467010594398
fullbackbone,0.5,1RIS,2,1.9948,0.2371,7.350732734319475
fullbackbone,0.5,1RIS,3,2.1143,0.1959,8.28378508655765
fullbackbone,0.5,1RIS,4,2.2085,0.2268,9.102053068506018
fullbackbone,0.5,1RIS,5,1.8891,0.1649,6.613413929270382
fullbackbone,0.5,1RIS,6,2.1865,0.1753,8.903994533183917
fullbackbone,0.5,1RIS,7,1.9403,0.2062,6.960838909103573
fullbackbone,0.5,1RIS,8,1.9679,0.2474,7.155633868000611
fullbackbone,0.5,1SHG,1,2.3678,0.2632,10.673883889801466
fullbackbone,0.5,1SHG,2,2.3395,0.2105,10.376047241888802
fullbackbone,0.5,1SHG,3,2.2354,0.1754,9.350221192755765
fullbackbone,0.5,1SHG,4,2.2098,0.193,9.113893432063872
fullbackbone,0.5,1SHG,5,2.1438,0.3333,8.531796935619662
fullbackbone,0.5,1SHG,6,2.078,0.2105,7.9884759747382965
fullbackbone,0.5,1SHG,7,2.1628,0.3158,8.695450866513795
fullbackbone,0.5,1SHG,8,2.2224,0.2105,9.229454998299687
fullbackbone,0.5,1STN,1,1.9845,0.2206,7.275408771489981
fullbackbone,0.5,1STN,2,2.0862,0.2574,8.05425078589913
fullbackbone,0.5,1STN,3,2.0656,0.1985,7.890030496031028
fullbackbone,0.5,1STN,4,2.1584,0.2721,8.657274931348985
fullbackbone,0.5,1STN,5,2.0988,0.2794,8.156376385963757
fullbackbone,0.5,1STN,6,2.0895,0.2941,8.08087371716889
fullbackbone,0.5,1STN,7,2.064,0.25,7.877416541092307
fullbackbone,0.5,1STN,8,2.1363,0.2647,8.468047816622468
fullbackbone,0.5,1TIM,1,2.0535,0.2146,7.795136394129853
fullbackbone,0.5,1TIM,2,2.051,0.2126,7.775672892658607
fullbackbone,0.5,1TIM,3,2.0091,0.2166,7.456603383443545
fullbackbone,0.5,1TIM,4,1.9867,0.2085,7.291432290195015
fullbackbone,0.5,1TIM,5,1.9624,0.2308,7.116385912541624
fullbackbone,0.5,1TIM,6,2.0207,0.2206,7.543603608436111
fullbackbone,0.5,1TIM,7,2.0358,0.1984,7.658376376552827
fullbackbone,0.5,1TIM,8,2.0217,0.2004,7.551150985103933
fullbackbone,0.5,1TUP,1,2.2579,0.2239,9.562985795442048
fullbackbone,0.5,1TUP,2,2.1555,0.2239,8.632205202724279
fullbackbone,0.5,1TUP,3,2.2579,0.1932,9.562985795442048
fullbackbone,0.5,1TUP,4,2.2524,0.2085,9.510533748917862
fullbackbone,0.5,1TUP,5,2.1971,0.2017,8.99887887380893
fullbackbone,0.5,1TUP,6,2.1994,0.2171,9.019600115512036
fullbackbone,0.5,1TUP,7,2.23,0.2308,9.299866079483586
fullbackbone,0.5,1TUP,8,2.2157,0.2137,9.167824343055983
fullbackbone,0.5,1UBI,1,2.1423,0.3026,8.519008833690448
fullbackbone,0.5,1UBI,2,2.056,0.3421,7.814648615228936
fullbackbone,0.5,1UBI,3,1.9852,0.2895,7.280503340521157
fullbackbone,0.5,1UBI,4,2.1854,0.3158,8.894205524139448
fullbackbone,0.5,1UBI,5,2.0366,0.2632,7.664505528988154
fullbackbone,0.5,1UBI,6,1.9045,0.3684,6.716048763607114
fullbackbone,0.5,1UBI,7,1.899,0.25,6.679211889670174
fullbackbone,0.5,1UBI,8,2.1074,0.25,8.226823712196024
fullbackbone,0.5,1UBQ,1,1.9857,0.2237,7.284144502406031
fullbackbone,0.5,1UBQ,2,2.1236,0.1974,8.36118363325556
fullbackbone,0.5,1UBQ,3,1.7648,0.2895,5.840404160438036
fullbackbone,0.5,1UBQ,4,1.8536,0.2632,6.382756134012202
fullbackbone,0.5,1UBQ,5,2.0476,0.2632,7.749280497320312
fullbackbone,0.5,1UBQ,6,1.9822,0.2632,7.2586945600269175
fullbackbone,0.5,1UBQ,7,2.0707,0.3289,7.930372436066761
fullbackbone,0.5,1UBQ,8,1.9622,0.2763,7.114962777677346
fullbackbone,0.5,1VII,1,1.8209,0.1667,6.17741562284117
fullbackbone,0.5,1VII,2,1.588,0.1389,4.893951231432762
fullbackbone,0.5,1VII,3,2.0976,0.2222,8.146594604543264
fullbackbone,0.5,1VII,4,2.1633,0.1111,8.69979967905959
fullbackbone,0.5,1VII,5,1.5912,0.2222,4.909636959152546
fullbackbone,0.5,1VII,6,1.6529,0.1111,5.222101985209703
fullbackbone,0.5,1VII,7,1.6987,0.25,5.466835883599775
fullbackbone,0.5,1VII,8,2.083,0.1389,8.028518377196498
fullbackbone,0.5,2ACY,1,2.2048,0.1939,9.068437698935778
fullbackbone,0.5,2ACY,2,2.1753,0.2653,8.804826173862207
fullbackbone,0.5,2ACY,3,2.1611,0.2449,8.680681157850122
fullbackbone,0.5,2ACY,4,2.2013,0.1735,9.036753646425524
fullbackbone,0.5,2ACY,5,2.177,0.1837,8.819807108544344
fullbackbone,0.5,2ACY,6,2.2189,0.2347,9.197208370323024
fullbackbone,0.5,2ACY,7,2.3395,0.2041,10.376047241888802
fullbackbone,0.5,2ACY,8,2.1673,0.1837,8.734668569063995
fullbackbone,0.5,2CI2,1,2.2882,0.2308,9.85717878115199
fullbackbone,0.5,2CI2,2,2.1471,0.2923,8.559998372284905
fullbackbone,0.5,2CI2,3,2.2564,0.2154,9.548652069730744
fullbackbone,0.5,2CI2,4,2.0246,0.4,7.573081106267062
fullbackbone,0.5,2CI2,5,2.1612,0.2308,8.681549269370763
fullbackbone,0.5,2CI2,6,2.0746,0.2615,7.96136127752993
fullbackbone,0.5,2CI2,7,2.0532,0.3077,7.792798203957674
fullbackbone,0.5,2CI2,8,2.2499,0.2615,9.486787110211985
fullbackbone,0.5,2CRO,1,1.7891,0.2308,5.984064384164062
fullbackbone,0.5,2CRO,2,1.7946,0.2462,6.0170674134123034
fullbackbone,0.5,2CRO,3,1.6972,0.2154,5.4586417768908015
fullbackbone,0.5,2CRO,4,2.0669,0.2462,7.900294205641643
fullbackbone,0.5,2CRO,5,1.9122,0.2769,6.767961948354023
fullbackbone,0.5,2CRO,6,2.1434,0.2615,8.528384899298173
fullbackbone,0.5,2CRO,7,1.7984,0.2615,6.0399757678903985
fullbackbone,0.5,2CRO,8,1.6077,0.2923,4.991317984306231
fullbackbone,0.5,2GB1,1,2.249,0.1786,9.478252842809193
fullbackbone,0.5,2GB1,2,2.102,0.1964,8.182518595626282
fullbackbone,0.5,2GB1,3,2.0473,0.1607,7.746956061853867
fullbackbone,0.5,2GB1,4,1.9318,0.2321,6.901922527722349
fullbackbone,0.5,2GB1,5,2.1278,0.1964,8.396374453507272
fullbackbone,0.5,2GB1,6,1.8147,0.2143,6.139234130912501
fullbackbone,0.5,2GB1,7,1.9289,0.2143,6.881935946941347
fullbackbone,0.5,2GB1,8,2.1403,0.1964,8.501987842687731
fullbackbone,0.5,2LZM,1,2.0807,0.2256,8.010074004088915
fullbackbone,0.5,2LZM,2,1.875,0.2317,6.5208191203301125
fullbackbone,0.5,2LZM,3,2.0176,0.2622,7.5202546468390565
